3079,0.08,3078.99699866597,4.29909361662806
3106.5,1.23,3105.78420338323,66.6838212403817
3105.5,2.41,3102.75320450734,130.586377235179
3111.75,3.58,3105.67768639844,194.304324982385
3132.75,4.72,3122.12598062728,257.782706154129
3101,5.91,3084.5177548446,319.298011344289
3149.25,7.05,3125.43985180036,386.524637349491
3286.75,8.19,3253.22879591791,468.217859452744
3296.75,9.34,3253.04384844734,535.038580458364
3309,10.5,3253.59048912913,603.017353853516
3355.25,11.67,3285.89314264026,678.681676229534
3247,12.83,3165.93285922724,721.025749100034
3182.75,14,3088.20872280493,769.976913219842
5764.25,17.28,5504.07795205584,1712.22193660542
5431.5,18.47,5151.72161834813,1720.74304213165
5396,19.64,5082.07709069624,1813.64507118137
5369,20.8,5019.0790565702,1906.56928116929
5396,21.95,5004.84615834451,2017.01039444624
5453.75,23.11,5016.10296502277,2140.58405739878
500.25,26.94,445.963597009382,226.641859863647
505,28.02,445.805749602754,237.238769220225
511.5,29.05,447.151406404844,248.370428493751
516.75,30.36,445.88638644894,261.181723861963
524.5,31.53,447.066212402948,274.284618102587
530.75,32.63,446.981823998379,286.186672497309
539.75,33.59,449.621364604189,298.614619520658
562.75,34.63,463.052609784713,319.796565134096
563.25,37.03,449.653903892911,339.207796511025
557.25,38.33,437.135736255521,345.600796567866
563.75,39.45,435.316121228061,358.209348145684
571.75,40.5,434.762110831818,371.321921632783
582.5,41.77,434.443000209779,388.027743297726
593.75,42.88,435.088404396482,404.026166058244
603.5,43.88,434.998642292837,418.316185681822
614.25,44.95,434.719208361858,433.961141556752
629.25,46.13,436.085637404642,453.635183103545
643.25,47.11,437.791450940091,471.284635845229
802.5,50.28,512.82667063759,617.264170256759
787.5,51.45,490.767916250942,615.875882283686
775.75,52.56,471.60192843659,615.938051751058
763.75,53.8,451.075078644718,616.315938399829
752,54.97,431.651959065116,615.776409287695
741.5,56.19,412.600735432686,616.10298093777
731.75,57.36,394.675799257419,616.189156006918
721.25,58.64,375.348319135207,615.885705161579
712.75,59.88,357.667002934174,616.511863237104
704,61.17,339.477558567994,616.742237266684
695.75,62.25,323.951302516196,615.730148764911
688.25,63.5,307.095644872826,615.938574372594
680.5,64.67,291.139118874864,615.075819278215
675,65.73,277.450037489943,615.342568572035
670.25,67.09,260.918084515788,617.378988687348
662.75,68.3,245.049663383231,615.782611784196
656.75,69.34,231.715647902536,614.514785027267
652.25,70.55,217.188893802582,615.027679790764
648,71.78,202.607893476784,615.511203391864
642,72.88,188.9880707724,613.553183600025
637.75,74.13,174.396318204506,613.441917948808
633.25,75.22,161.547303967945,612.297338782955
630.25,76.61,145.952109213433,613.117480028216
628.75,77.7,133.942855370392,614.317404926172
624.75,78.92,120.064092048681,613.104539455162
622.5,80.09,107.13289221597,613.211866654129
619.25,81.11,95.6976270352288,611.810858582803
618,82.33,82.4827849020114,612.470889263162
615.25,83.61,68.4745473231569,611.427672639118
614,84.83,55.3282301029274,611.502074365801
612.25,85.83,44.5203676160927,610.629183193309
611.5,86.95,32.5363280802898,610.633799715551
610.75,88.28,18.3317556006457,610.474822770438
611.5,89.42,6.19005353758223,611.46866905607
611,90.47,-5.01200580287568,610.97944302393
611.25,91.63,-17.3870242846419,611.002662749128
611.5,92.98,-31.7902740605791,610.673094605578
611,93.94,-41.9829031133374,609.555933320459
613,95.14,-54.9184511528793,610.534981571874
613.25,96.3,-67.2945662765834,609.546555932889
614.5,97.44,-79.5703036179509,609.326527226697
616.25,98.63,-92.4701825430113,609.272786065866
618.5,99.94,-106.763487320818,609.215731719969
620.75,100.97,-118.125615323699,609.407008086055
622.75,102.11,-130.646233690326,608.891717896157
626.25,103.38,-144.919464497547,609.251517281446
629,104.45,-156.957540553466,609.10206900273
631.5,105.64,-170.247454942896,608.118453991874
634.75,106.77,-183.144738703023,607.754528724716
638.75,107.89,-196.217950120529,607.865181228945
644.25,109.08,-210.597613105197,608.856886184589
647.75,110.09,-222.499395695889,608.337144530041
652.25,111.28,-236.718474863157,607.778270554699
657.25,112.42,-250.670602207946,607.570417061846
663.25,113.55,-265.001008808913,608.009068871722
669.25,114.69,-279.551415530764,608.067897997211
674.25,115.86,-294.090098461017,606.732293921454
680.5,116.95,-308.411294814024,606.599310279148
687.5,118.2,-324.878650847475,605.896123294682
694.5,119.31,-339.981813796788,605.592780907638
729.75,123.75,-405.427377546055,606.764949577782
738.25,124.92,-422.598016720207,605.329644709515
798,130.58,-519.1062952675,606.079742454449
810.25,131.8,-540.057934019619,604.021928743039
810.25,131.8,-540.057934019619,604.021928743039
822.25,132.91,-559.827852985862,602.235699308203
836.5,134.03,-581.396711130599,601.423406832925
854.75,135.16,-606.084964273966,602.709364935559
872.75,136.23,-630.232441952452,603.738048834632
892,137.38,-656.387805049722,604.002524317579
912.75,138.5,-683.609334150162,604.806449008914
930.5,139.58,-708.400838910157,603.322883232011
952,140.8,-737.747153246379,601.691896136938
977.25,141.89,-768.926995440463,603.132521244628
1001,143.05,-799.959548953457,601.718970980791
1031,144.14,-835.574783193396,603.966705780468
1056.5,145.27,-868.280145052303,601.898529411687
1089.5,146.38,-907.257177656884,603.23682214373
1123.5,147.53,-947.866233068258,603.159891081121
1159.5,148.64,-990.113657032721,603.419585493618
1237.25,150.83,-1080.33873854599,603.038781917761
1283.75,152,-1133.48397233265,602.684118726388
1385.75,154.22,-1247.82719057504,602.685958822348
531.75,154.69,-480.706226281568,227.331446382004
1445,155.33,-1313.11029488112,603.130461407165
1543.5,156.42,-1414.6214882133,617.444973325719
1576.75,157.53,-1457.04279064794,602.633278803003
1660.5,158.66,-1546.65180827813,604.258582024271
1740.5,159.78,-1633.23722098759,601.561659334051
1835.25,160.86,-1733.79782176198,601.737214864927
1949.75,162.02,-1854.53264389946,601.858567448586
2071.25,163.11,-1981.90519502134,601.771019946478
2198.75,164.22,-2115.88566178836,597.937646196027
2353.25,165.34,-2276.63917793659,595.566634377879
2546.75,166.45,-2475.86332923691,596.687805673885
2646.5,167.63,-2585.06038992011,566.943586669869
2642.75,168.77,-2592.15011147797,514.670148798972
2628.5,169.94,-2588.08778272613,459.144725444772
2626.5,171.11,-2594.94746882153,405.893932027498
2611.25,172.27,-2587.52133329613,351.226297758898
2612,173.41,-2594.74202177682,299.762973740119
